_id,date,site,parameter,index_value,description,health_advisory,health_effects
79695,6/24/2024,Lawrenceville 2,SO2,2,Good,,
79696,6/24/2024,Harrison Township,NO2,18,Good,,
79697,6/24/2024,Parkway East,NO2,11,Good,,
79698,6/24/2024,Pittsburgh,NO2_500,15,Good,,
79699,6/24/2024,North Braddock,SO2,0,Good,,
79700,6/24/2024,North Braddock,CO,2,Good,,
79701,6/24/2024,Parkway East,CO,7,Good,,
79702,6/24/2024,Harrison Township,OZONE,36,Good,,
79703,6/24/2024,Lawrenceville,OZONE,37,Good,,
79704,6/24/2024,South Fayette,OZONE,38,Good,,
79705,6/24/2024,Glassport High Street,PM10,15,Good,,
79706,6/24/2024,Liberty,SO2,3,Good,,
79707,6/24/2024,North Braddock,PM25_640,35,Good,,
79708,6/24/2024,Parkway East,PM25_640,34,Good,,
79709,6/24/2024,Avalon,PM25_640,34,Good,,
79710,6/24/2024,Liberty,PM25_640,39,Good,,
79711,6/24/2024,Clairton,PM25_640,35,Good,,
79712,6/25/2024,Harrison Township,NO2,9,Good,,
79713,6/25/2024,Harrison Township,OZONE,50,Good,,
79714,6/25/2024,Lawrenceville,OZONE,49,Good,,
79715,6/25/2024,South Fayette,OZONE,67,Moderate,Unusually sensitive people should consider reducing prolonged or heavy outdoor exertion.,Unusually sensitive individuals may experience respiratory symptoms.
79716,6/25/2024,Liberty,SO2,21,Good,,
79717,6/25/2024,Lawrenceville 2,CO,4,Good,,
79718,6/25/2024,Liberty,PM10_640,25,Good,,
79719,6/25/2024,North Braddock,PM10_640,21,Good,,
79720,6/25/2024,Pittsburgh,PM10_640,16,Good,,
79721,6/25/2024,North Braddock,CO,11,Good,,
79722,6/25/2024,Parkway East,CO,11,Good,,
79723,6/25/2024,Parkway East,NO2,15,Good,,
79724,6/25/2024,Glassport High Street,PM10,27,Good,,
79725,6/25/2024,North Braddock,SO2,7,Good,,
79726,6/25/2024,Pittsburgh,NO2_500,13,Good,,
79727,6/25/2024,Lawrenceville 2,SO2,4,Good,,
79728,6/25/2024,North Braddock,PM25_640,55,Moderate,Unusually sensitive people should consider reducing prolonged or heavy exertion.,"Respiratory symptoms possible in unusually sensitive individuals, possible aggravation of heart or lung disease in people with cardiopulmonary disease and older adults."
79729,6/25/2024,Liberty,PM25_640,63,Moderate,Unusually sensitive people should consider reducing prolonged or heavy exertion.,"Respiratory symptoms possible in unusually sensitive individuals, possible aggravation of heart or lung disease in people with cardiopulmonary disease and older adults."
79730,6/25/2024,Parkway East,PM25_640,49,Good,,
79731,6/25/2024,Avalon,PM25_640,47,Good,,
79732,6/25/2024,Pittsburgh,PM25_640,48,Good,,
79733,6/25/2024,Clairton,PM25_640,48,Good,,
79734,6/26/2024,Harrison Township,OZONE,49,Good,,
79735,6/26/2024,Glassport High Street,PM10,25,Good,,
79736,6/26/2024,Liberty,SO2,33,Good,,
79737,6/26/2024,Pittsburgh,NO2_500,12,Good,,
79738,6/26/2024,Liberty,PM10_640,23,Good,,
79739,6/26/2024,North Braddock,CO,10,Good,,
79740,6/26/2024,Parkway East,CO,5,Good,,
79741,6/26/2024,South Fayette,OZONE,46,Good,,
79742,6/26/2024,North Braddock,PM10_640,21,Good,,
79743,6/26/2024,Pittsburgh,PM10_640,17,Good,,
79744,6/26/2024,Lawrenceville 2,SO2,5,Good,,
79745,6/26/2024,Lawrenceville 2,CO,2,Good,,
79746,6/26/2024,Harrison Township,NO2,14,Good,,
79747,6/26/2024,Parkway East,NO2,13,Good,,
79748,6/26/2024,Lawrenceville,OZONE,47,Good,,
79749,6/26/2024,North Braddock,SO2,4,Good,,
79750,6/26/2024,Avalon,PM25_640,37,Good,,
79751,6/26/2024,Liberty,PM25_640,53,Moderate,Unusually sensitive people should consider reducing prolonged or heavy exertion.,"Respiratory symptoms possible in unusually sensitive individuals, possible aggravation of heart or lung disease in people with cardiopulmonary disease and older adults."
79752,6/26/2024,North Braddock,PM25_640,48,Good,,
79753,6/26/2024,Parkway East,PM25_640,38,Good,,
79754,6/26/2024,Clairton,PM25_640,37,Good,,
79755,6/26/2024,Pittsburgh,PM25_640,39,Good,,
79756,6/27/2024,North Braddock,CO,1,Good,,
79757,6/27/2024,Parkway East,CO,7,Good,,
79758,6/27/2024,Harrison Township,OZONE,37,Good,,
79759,6/27/2024,South Fayette,OZONE,39,Good,,
79760,6/27/2024,Pittsburgh,PM10_640,13,Good,,
79761,6/27/2024,Lawrenceville 2,SO2,2,Good,,
79762,6/27/2024,Lawrenceville 2,CO,2,Good,,
79763,6/27/2024,Harrison Township,NO2,5,Good,,
79764,6/27/2024,Parkway East,NO2,15,Good,,
79765,6/27/2024,Lawrenceville,OZONE,38,Good,,
79766,6/27/2024,North Braddock,SO2,0,Good,,
79767,6/27/2024,Pittsburgh,NO2_500,6,Good,,
79768,6/27/2024,Liberty,PM10_640,18,Good,,
79769,6/27/2024,North Braddock,PM10_640,17,Good,,
79770,6/27/2024,Glassport High Street,PM10,9,Good,,
79771,6/27/2024,Liberty,SO2,4,Good,,
79772,6/27/2024,North Braddock,PM25_640,28,Good,,
79773,6/27/2024,Parkway East,PM25_640,29,Good,,
79774,6/27/2024,Liberty,PM25_640,30,Good,,
79775,6/27/2024,Avalon,PM25_640,28,Good,,
79776,6/27/2024,Pittsburgh,PM25_640,29,Good,,
79777,6/27/2024,Clairton,PM25_640,27,Good,,
79778,6/28/2024,Lawrenceville,OZONE,44,Good,,
79779,6/28/2024,Glassport High Street,PM10,10,Good,,
79780,6/28/2024,Liberty,SO2,1,Good,,
79781,6/28/2024,Pittsburgh,NO2_500,8,Good,,
79782,6/28/2024,Liberty,PM10_640,12,Good,,
79783,6/28/2024,North Braddock,PM10_640,19,Good,,
79784,6/28/2024,North Braddock,CO,16,Good,,
79785,6/28/2024,Parkway East,CO,4,Good,,
79786,6/28/2024,Harrison Township,OZONE,44,Good,,
79787,6/28/2024,South Fayette,OZONE,45,Good,,
79788,6/28/2024,Pittsburgh,PM10_640,12,Good,,
79789,6/28/2024,Lawrenceville 2,SO2,5,Good,,
79790,6/28/2024,Lawrenceville 2,CO,2,Good,,
79791,6/28/2024,Harrison Township,NO2,3,Good,,
79792,6/28/2024,Parkway East,NO2,6,Good,,
79793,6/28/2024,North Braddock,SO2,17,Good,,
79794,6/28/2024,North Braddock,PM25_640,42,Good,,
79795,6/28/2024,Parkway East,PM25_640,32,Good,,
79796,6/28/2024,Liberty,PM25_640,36,Good,,
79797,6/28/2024,Avalon,PM25_640,35,Good,,
79798,6/28/2024,Pittsburgh,PM25_640,37,Good,,
79799,6/28/2024,Clairton,PM25_640,34,Good,,
79800,6/29/2024,Lawrenceville 2,CO,2,Good,,
79801,6/29/2024,Harrison Township,NO2,4,Good,,
79802,6/29/2024,Parkway East,NO2,10,Good,,
79803,6/29/2024,Pittsburgh,PM10_640,18,Good,,
79804,6/29/2024,North Braddock,CO,27,Good,,
79805,6/29/2024,Parkway East,CO,4,Good,,
79806,6/29/2024,Pittsburgh,NO2_500,4,Good,,
79807,6/29/2024,Harrison Township,OZONE,41,Good,,
79808,6/29/2024,Lawrenceville 2,SO2,3,Good,,
79809,6/29/2024,North Braddock,SO2,6,Good,,
79810,6/29/2024,Lawrenceville,OZONE,40,Good,,
79811,6/29/2024,Glassport High Street,PM10,19,Good,,
79812,6/29/2024,South Fayette,OZONE,42,Good,,
79813,6/29/2024,Liberty,PM10_640,19,Good,,
79814,6/29/2024,North Braddock,PM10_640,31,Good,,
79815,6/29/2024,Liberty,SO2,21,Good,,
79816,6/29/2024,Liberty,PM25_640,58,Moderate,Unusually sensitive people should consider reducing prolonged or heavy exertion.,"Respiratory symptoms possible in unusually sensitive individuals, possible aggravation of heart or lung disease in people with cardiopulmonary disease and older adults."
79817,6/29/2024,North Braddock,PM25_640,62,Moderate,Unusually sensitive people should consider reducing prolonged or heavy exertion.,"Respiratory symptoms possible in unusually sensitive individuals, possible aggravation of heart or lung disease in people with cardiopulmonary disease and older adults."
79818,6/29/2024,Parkway East,PM25_640,52,Moderate,Unusually sensitive people should consider reducing prolonged or heavy exertion.,"Respiratory symptoms possible in unusually sensitive individuals, possible aggravation of heart or lung disease in people with cardiopulmonary disease and older adults."
79819,6/29/2024,Avalon,PM25_640,54,Moderate,Unusually sensitive people should consider reducing prolonged or heavy exertion.,"Respiratory symptoms possible in unusually sensitive individuals, possible aggravation of heart or lung disease in people with cardiopulmonary disease and older adults."
79820,6/29/2024,Clairton,PM25_640,55,Moderate,Unusually sensitive people should consider reducing prolonged or heavy exertion.,"Respiratory symptoms possible in unusually sensitive individuals, possible aggravation of heart or lung disease in people with cardiopulmonary disease and older adults."
79821,6/29/2024,Pittsburgh,PM25_640,56,Moderate,Unusually sensitive people should consider reducing prolonged or heavy exertion.,"Respiratory symptoms possible in unusually sensitive individuals, possible aggravation of heart or lung disease in people with cardiopulmonary disease and older adults."
79822,6/30/2024,Parkway East,NO2,5,Good,,
79823,6/30/2024,Pittsburgh,NO2_500,5,Good,,
79824,6/30/2024,Harrison Township,OZONE,36,Good,,
79825,6/30/2024,North Braddock,SO2,0,Good,,
79826,6/30/2024,Harrison Township,NO2,6,Good,,
79827,6/30/2024,Pittsburgh,PM10_640,18,Good,,
79828,6/30/2024,Lawrenceville 2,SO2,4,Good,,
79829,6/30/2024,Lawrenceville 2,CO,2,Good,,
79830,6/30/2024,Lawrenceville,OZONE,38,Good,,
79831,6/30/2024,Liberty,PM10_640,20,Good,,
79832,6/30/2024,North Braddock,CO,9,Good,,
79833,6/30/2024,Parkway East,CO,5,Good,,
79834,6/30/2024,South Fayette,OZONE,40,Good,,
79835,6/30/2024,Glassport High Street,PM10,18,Good,,
79836,6/30/2024,North Braddock,PM10_640,30,Good,,
79837,6/30/2024,Liberty,SO2,17,Good,,
79838,6/30/2024,North Braddock,PM25_640,47,Good,,
79839,6/30/2024,Parkway East,PM25_640,32,Good,,
79840,6/30/2024,Avalon,PM25_640,33,Good,,
79841,6/30/2024,Liberty,PM25_640,42,Good,,
79842,6/30/2024,Clairton,PM25_640,37,Good,,
79843,6/30/2024,Pittsburgh,PM25_640,40,Good,,
79861,7/1/2024,Lawrenceville 2,CO,2,Good,,
79862,7/1/2024,Lawrenceville,OZONE,32,Good,,
79863,7/1/2024,Liberty,PM10_640,12,Good,,
79864,7/1/2024,North Braddock,PM10_640,13,Good,,
79865,7/1/2024,Harrison Township,NO2,10,Good,,
79866,7/1/2024,Parkway East,NO2,9,Good,,
79867,7/1/2024,Pittsburgh,NO2_500,10,Good,,
79868,7/1/2024,North Braddock,SO2,0,Good,,
79869,7/1/2024,North Braddock,CO,1,Good,,
79870,7/1/2024,Parkway East,CO,7,Good,,
79871,7/1/2024,Harrison Township,OZONE,31,Good,,
79872,7/1/2024,South Fayette,OZONE,33,Good,,
79873,7/1/2024,Glassport High Street,PM10,5,Good,,
79874,7/1/2024,Liberty,SO2,3,Good,,
79875,7/1/2024,Pittsburgh,PM10_640,11,Good,,
79876,7/1/2024,Lawrenceville 2,SO2,2,Good,,
79877,7/1/2024,Liberty,PM25_640,18,Good,,
79878,7/1/2024,Avalon,PM25_640,16,Good,,
79879,7/1/2024,North Braddock,PM25_640,16,Good,,
79880,7/1/2024,Parkway East,PM25_640,16,Good,,
79881,7/1/2024,Clairton,PM25_640,20,Good,,
79882,7/1/2024,Pittsburgh,PM25_640,16,Good,,
79894,7/2/2024,Lawrenceville 2,CO,2,Good,,
79895,7/2/2024,Liberty,PM10_640,8,Good,,
79896,7/2/2024,North Braddock,PM10_640,19,Good,,
79897,7/2/2024,North Braddock,CO,7,Good,,
79898,7/2/2024,Parkway East,CO,4,Good,,
79899,7/2/2024,Harrison Township,OZONE,40,Good,,
79900,7/2/2024,Lawrenceville,OZONE,42,Good,,
79901,7/2/2024,South Fayette,OZONE,44,Good,,
79902,7/2/2024,Glassport High Street,PM10,6,Good,,
79903,7/2/2024,Liberty,SO2,1,Good,,
79904,7/2/2024,Harrison Township,NO2,5,Good,,
79905,7/2/2024,Parkway East,NO2,6,Good,,
79906,7/2/2024,Pittsburgh,NO2_500,9,Good,,
79907,7/2/2024,North Braddock,SO2,16,Good,,
79908,7/2/2024,Pittsburgh,PM10_640,10,Good,,
79909,7/2/2024,Lawrenceville 2,SO2,4,Good,,
79910,7/2/2024,North Braddock,PM25_640,27,Good,,
79911,7/2/2024,Parkway East,PM25_640,17,Good,,
79912,7/2/2024,Liberty,PM25_640,20,Good,,
79913,7/2/2024,Avalon,PM25_640,18,Good,,
79914,7/2/2024,Pittsburgh,PM25_640,19,Good,,
79915,7/2/2024,Clairton,PM25_640,21,Good,,
79916,7/3/2024,Lawrenceville 2,CO,2,Good,,
79917,7/3/2024,Liberty,PM10_640,18,Good,,
79918,7/3/2024,North Braddock,PM10_640,24,Good,,
79919,7/3/2024,Pittsburgh,PM10_640,19,Good,,
79920,7/3/2024,Pittsburgh,NO2_500,9,Good,,
79921,7/3/2024,Lawrenceville 2,SO2,5,Good,,
79922,7/3/2024,Harrison Township,NO2,10,Good,,
79923,7/3/2024,Parkway East,NO2,10,Good,,
79924,7/3/2024,Harrison Township,OZONE,50,Good,,
79925,7/3/2024,Lawrenceville,OZONE,50,Good,,
79926,7/3/2024,South Fayette,OZONE,49,Good,,
79927,7/3/2024,North Braddock,SO2,7,Good,,
79928,7/3/2024,North Braddock,CO,9,Good,,
79929,7/3/2024,Parkway East,CO,4,Good,,
79930,7/3/2024,Glassport High Street,PM10,19,Good,,
79931,7/3/2024,Liberty,SO2,11,Good,,
79932,7/3/2024,Liberty,PM25_640,52,Moderate,Unusually sensitive people should consider reducing prolonged or heavy exertion.,"Respiratory symptoms possible in unusually sensitive individuals, possible aggravation of heart or lung disease in people with cardiopulmonary disease and older adults."
79933,7/3/2024,Parkway East,PM25_640,41,Good,,
79934,7/3/2024,Avalon,PM25_640,47,Good,,
79935,7/3/2024,North Braddock,PM25_640,53,Moderate,Unusually sensitive people should consider reducing prolonged or heavy exertion.,"Respiratory symptoms possible in unusually sensitive individuals, possible aggravation of heart or lung disease in people with cardiopulmonary disease and older adults."
79936,7/3/2024,Clairton,PM25_640,46,Good,,
79937,7/3/2024,Pittsburgh,PM25_640,51,Moderate,Unusually sensitive people should consider reducing prolonged or heavy exertion.,"Respiratory symptoms possible in unusually sensitive individuals, possible aggravation of heart or lung disease in people with cardiopulmonary disease and older adults."
79938,7/4/2024,Lawrenceville 2,CO,2,Good,,
79939,7/4/2024,Parkway East,CO,6,Good,,
79940,7/4/2024,Parkway East,NO2,6,Good,,
79941,7/4/2024,Harrison Township,OZONE,44,Good,,
79942,7/4/2024,Lawrenceville,OZONE,48,Good,,
79943,7/4/2024,North Braddock,SO2,0,Good,,
79944,7/4/2024,North Braddock,CO,4,Good,,
79945,7/4/2024,South Fayette,OZONE,45,Good,,
79946,7/4/2024,North Braddock,PM10_640,24,Good,,
79947,7/4/2024,Pittsburgh,PM10_640,19,Good,,
79948,7/4/2024,Lawrenceville 2,SO2,3,Good,,
79949,7/4/2024,Harrison Township,NO2,6,Good,,
79950,7/4/2024,Glassport High Street,PM10,19,Good,,
79951,7/4/2024,Liberty,SO2,10,Good,,
79952,7/4/2024,Pittsburgh,NO2_500,5,Good,,
79953,7/4/2024,Liberty,PM10_640,19,Good,,
79954,7/4/2024,Liberty,PM25_640,52,Moderate,Unusually sensitive people should consider reducing prolonged or heavy exertion.,"Respiratory symptoms possible in unusually sensitive individuals, possible aggravation of heart or lung disease in people with cardiopulmonary disease and older adults."
79955,7/4/2024,Parkway East,PM25_640,47,Good,,
79956,7/4/2024,North Braddock,PM25_640,55,Moderate,Unusually sensitive people should consider reducing prolonged or heavy exertion.,"Respiratory symptoms possible in unusually sensitive individuals, possible aggravation of heart or lung disease in people with cardiopulmonary disease and older adults."
79957,7/4/2024,Avalon,PM25_640,52,Moderate,Unusually sensitive people should consider reducing prolonged or heavy exertion.,"Respiratory symptoms possible in unusually sensitive individuals, possible aggravation of heart or lung disease in people with cardiopulmonary disease and older adults."
79958,7/4/2024,Pittsburgh,PM25_640,52,Moderate,Unusually sensitive people should consider reducing prolonged or heavy exertion.,"Respiratory symptoms possible in unusually sensitive individuals, possible aggravation of heart or lung disease in people with cardiopulmonary disease and older adults."
79959,7/4/2024,Clairton,PM25_640,51,Moderate,Unusually sensitive people should consider reducing prolonged or heavy exertion.,"Respiratory symptoms possible in unusually sensitive individuals, possible aggravation of heart or lung disease in people with cardiopulmonary disease and older adults."
79960,7/5/2024,Glassport High Street,PM10,11,Good,,
79961,7/5/2024,Liberty,SO2,17,Good,,
79962,7/5/2024,Lawrenceville 2,CO,2,Good,,
79963,7/5/2024,Harrison Township,NO2,7,Good,,
79964,7/5/2024,Parkway East,NO2,8,Good,,
